id,title,description,difficulty_level,created_at,updated_at,examples,constraints,test_cases
473,B-Tree Key Search,"Given a B-Tree represented as a JSON object and an integer key, determine if the key exists within the B-Tree. Return 1 if the key is found, and 0 otherwise.

The B-Tree is represented recursively. Each node is a JSON object with two keys: 'keys' and 'children'. 'keys' is a sorted array of integers representing the keys in the node. 'children' is an array of child nodes (which are also JSON objects of the same structure). If a node is a leaf, 'children' will be an empty array.",Medium,2025-03-16T21:29:18.792422+00:00,2025-03-16T21:29:18.792422+00:00,"[{""input"": {""key"": 35, ""btree"": {""keys"": [20, 40], ""children"": [{""keys"": [10, 15], ""children"": []}, {""keys"": [30, 35], ""children"": []}, {""keys"": [50, 60], ""children"": []}]}}, ""output"": 1}, {""input"": {""key"": 25, ""btree"": {""keys"": [20, 40], ""children"": [{""keys"": [10, 15], ""children"": []}, {""keys"": [30, 35], ""children"": []}, {""keys"": [50, 60], ""children"": []}]}}, ""output"": 0}]","[""The depth of the B-Tree will not exceed 5."", ""Keys in the B-Tree and the target key are integers."", ""The B-Tree structure will be valid.""]","[{""input"": {""key"": 25, ""btree"": {""keys"": [50], ""children"": [{""keys"": [20, 30], ""children"": [{""keys"": [10], ""children"": []}, {""keys"": [25], ""children"": []}, {""keys"": [35], ""children"": []}]}, {""keys"": [70, 80], ""children"": [{""keys"": [60], ""children"": []}, {""keys"": [75], ""children"": []}, {""keys"": [90], ""children"": []}]}]}}, ""expected_output"": 1}, {""input"": {""key"": 65, ""btree"": {""keys"": [50], ""children"": [{""keys"": [20, 30], ""children"": [{""keys"": [10], ""children"": []}, {""keys"": [25], ""children"": []}, {""keys"": [35], ""children"": []}]}, {""keys"": [70, 80], ""children"": [{""keys"": [60], ""children"": []}, {""keys"": [75], ""children"": []}, {""keys"": [90], ""children"": []}]}]}}, ""expected_output"": 0}, {""input"": {""key"": 20, ""btree"": {""keys"": [10, 20, 30], ""children"": []}}, ""expected_output"": 1}, {""input"": {""key"": 5, ""btree"": {""keys"": [10, 20, 30], ""children"": []}}, ""expected_output"": 0}, {""input"": {""key"": 10, ""btree"": {""keys"": [], ""children"": []}}, ""expected_output"": 0}]"
481,Alternating Path in Colored Graph,"Given a directed graph where each node is colored either 0 or 1, determine if there exists a path from a given source node to a given destination node such that the colors of the nodes along the path alternate. The path must start with the color of the source node. Return 1 if such a path exists, and 0 otherwise.",Hard,2025-03-18T11:32:28.255133+00:00,2025-03-18T11:32:28.255133+00:00,"[{""input"": {""graph"": {""0"": [""1""], ""1"": [""2""], ""2"": [""3""], ""3"": []}, ""colors"": [""0"", ""1"", ""0"", ""1""], ""source"": ""0"", ""destination"": ""3""}, ""output"": 1}, {""input"": {""graph"": {""0"": [""1"", ""2""], ""1"": [""2""], ""2"": []}, ""colors"": [""0"", ""1"", ""0""], ""source"": ""0"", ""destination"": ""2""}, ""output"": 1}]","[""Source and destination nodes are valid nodes in the graph."", ""Node colors are either 0 or 1."", ""Number of edges in the graph is between 0 and 5000."", ""Number of nodes in the graph is between 1 and 100.""]","[{""input"": {""graph"": {""0"": [""1"", ""2""], ""1"": [""2""], ""2"": [""0""]}, ""colors"": [""0"", ""1"", ""0""], ""source"": ""0"", ""destination"": ""2""}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [""1""], ""1"": [""2""], ""2"": [""3""], ""3"": []}, ""colors"": [""0"", ""1"", ""0"", ""1""], ""source"": ""0"", ""destination"": ""3""}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [""1"", ""2""], ""1"": [""2""], ""2"": []}, ""colors"": [""0"", ""1"", ""0""], ""source"": ""0"", ""destination"": ""2""}, ""expected_output"": 1}, {""input"": {""graph"": {""0"": [""1""], ""1"": []}, ""colors"": [""0"", ""0""], ""source"": ""0"", ""destination"": ""1""}, ""expected_output"": 0}, {""input"": {""graph"": {""0"": [""1""], ""1"": [""2""], ""2"": []}, ""colors"": [""0"", ""0"", ""0""], ""source"": ""0"", ""destination"": ""2""}, ""expected_output"": 0}]"
482,Search in BST,"Given a binary search tree (BST) represented as an array of integers and a target integer, return 1 if the target integer exists in the BST, otherwise return 0. Assume the BST is valid and contains unique values.",Easy,2025-03-18T11:33:13.784169+00:00,2025-03-18T11:33:13.784169+00:00,"[{""input"": {""bst"": [5, 3, 7, 2, 4, 6, 8], ""target"": 6}, ""output"": 1}, {""input"": {""bst"": [5, 3, 7, 2, 4, 6, 8], ""target"": 9}, ""output"": 0}]","[""1 \u2264 target \u2264 1000"", ""1 \u2264 bst[i] \u2264 1000"", ""0 \u2264 bst.length \u2264 100""]","[{""input"": {""bst"": [5, 3, 7, 2, 4, 6, 8], ""target"": 6}, ""expected_output"": 1}, {""input"": {""bst"": [5, 3, 7, 2, 4, 6, 8], ""target"": 9}, ""expected_output"": 0}, {""input"": {""bst"": [10, 5, 15, 2, 7, 12, 20], ""target"": 7}, ""expected_output"": 1}, {""input"": {""bst"": [10, 5, 15, 2, 7, 12, 20], ""target"": 1}, ""expected_output"": 0}, {""input"": {""bst"": [1], ""target"": 1}, ""expected_output"": 1}, {""input"": {""bst"": [], ""target"": 5}, ""expected_output"": 0}]"
474,Minimum Spanning Tree Weight Check,"Given a connected, undirected graph represented by a list of edges with weights, and a target weight 'W'. Determine if the weight of the Minimum Spanning Tree (MST) of the graph is less than or equal to 'W'. Return 1 if it is, and 0 otherwise.",Medium,2025-03-16T21:29:54.465598+00:00,2025-03-16T21:29:54.465598+00:00,"[{""input"": {""edges"": [[0, 1, 10], [0, 2, 6], [1, 2, 5], [1, 3, 15], [2, 3, 4]], ""target_weight"": 12}, ""output"": 1}, {""input"": {""edges"": [[0, 1, 10], [0, 2, 6], [1, 2, 5], [1, 3, 15], [2, 3, 4]], ""target_weight"": 9}, ""output"": 0}]","[""1 \u2264 target_weight \u2264 100000"", ""1 \u2264 edge weight \u2264 1000"", ""1 \u2264 number of edges \u2264 1000"", ""1 \u2264 number of vertices \u2264 100"", ""Edges are represented as [u, v, weight], where u and v are vertex indices (0-indexed) and weight is a positive integer."", ""The graph is connected and undirected.""]","[{""input"": {""edges"": [[0, 1, 10], [0, 2, 6], [1, 2, 5], [1, 3, 15], [2, 3, 4]], ""target_weight"": 12}, ""expected_output"": 1}, {""input"": {""edges"": [[0, 1, 10], [0, 2, 6], [1, 2, 5], [1, 3, 15], [2, 3, 4]], ""target_weight"": 9}, ""expected_output"": 0}, {""input"": {""edges"": [[0, 1, 1], [1, 2, 1], [2, 0, 1], [0, 3, 5], [3, 4, 5]], ""target_weight"": 7}, ""expected_output"": 1}, {""input"": {""edges"": [[0, 1, 1], [1, 2, 1], [2, 0, 1], [0, 3, 5], [3, 4, 5]], ""target_weight"": 5}, ""expected_output"": 0}, {""input"": {""edges"": [[0, 1, 2], [1, 2, 3], [2, 3, 4], [3, 0, 1]], ""target_weight"": 7}, ""expected_output"": 1}]"
475,String Transformation by Reversal,"Given two strings s1 and s2, determine if s1 can be transformed into s2 by repeatedly reversing any substring of s1. Return 1 if it is possible to transform s1 to s2, otherwise return 0.",Hard,2025-03-18T11:30:25.858142+00:00,2025-03-18T11:30:25.858142+00:00,"[{""input"": {""s1"": ""abcdefg"", ""s2"": ""abedcfg""}, ""output"": 1}, {""input"": {""s1"": ""aabbcc"", ""s2"": ""abcabc""}, ""output"": 0}]","[""s1 and s2 consist of lowercase English letters"", ""1 \u2264 length of s1, length of s2 \u2264 100""]","[{""input"": {""s1"": ""abcdefg"", ""s2"": ""abedcfg""}, ""expected_output"": 1}, {""input"": {""s1"": ""abcdefg"", ""s2"": ""bacdefg""}, ""expected_output"": 1}, {""input"": {""s1"": ""abcdefg"", ""s2"": ""gfedcba""}, ""expected_output"": 1}, {""input"": {""s1"": ""aabbcc"", ""s2"": ""abcabc""}, ""expected_output"": 0}, {""input"": {""s1"": ""google"", ""s2"": ""elgoog""}, ""expected_output"": 1}, {""input"": {""s1"": ""abcde"", ""s2"": ""aecdb""}, ""expected_output"": 1}, {""input"": {""s1"": ""aabb"", ""s2"": ""abab""}, ""expected_output"": 0}]"
476,Word Break Trie,"Given a dictionary of words (a list of strings) and a target string, determine if the target string can be segmented into a space-separated sequence of one or more dictionary words. Return 1 if it is possible to segment the target string, otherwise return 0. You should use a Trie data structure to solve this problem efficiently.",Hard,2025-03-18T11:31:02.644776+00:00,2025-03-18T11:31:02.644776+00:00,"[{""input"": {""target"": ""pineapplepenapple"", ""dictionary"": [""apple"", ""pen"", ""applepen"", ""pine"", ""pineapple""]}, ""output"": 1}, {""input"": {""target"": ""catsandog"", ""dictionary"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""output"": 0}]","[""dictionary[i] and target consist of only lowercase English letters."", ""1 \u2264 target.length \u2264 300"", ""1 \u2264 dictionary[i].length \u2264 100"", ""1 \u2264 dictionary.length \u2264 1000""]","[{""input"": {""target"": ""pineapplepenapple"", ""dictionary"": [""apple"", ""pen"", ""applepen"", ""pine"", ""pineapple""]}, ""expected_output"": 1}, {""input"": {""target"": ""catsandog"", ""dictionary"": [""cats"", ""dog"", ""sand"", ""and"", ""cat""]}, ""expected_output"": 0}, {""input"": {""target"": ""leetcode"", ""dictionary"": [""leetcode"", ""code""]}, ""expected_output"": 1}, {""input"": {""target"": ""leetcode"", ""dictionary"": [""leet"", ""code""]}, ""expected_output"": 1}, {""input"": {""target"": ""applespear"", ""dictionary"": [""apple"", ""apples"", ""pear""]}, ""expected_output"": 1}, {""input"": {""target"": ""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaab"", ""dictionary"": [""a"", ""aa"", ""aaa"", ""aaaa"", ""aaaaa"", ""aaaaaa"", ""aaaaaaa"", ""aaaaaaaa"", ""aaaaaaaaa"", ""aaaaaaaaaa""]}, ""expected_output"": 0}, {""input"": {""target"": ""ab"", ""dictionary"": [""a"", ""b""]}, ""expected_output"": 1}]"
477,Jump Game,"Given an array of non-negative integers nums, you are initially positioned at the first index of the array. Each element in the array represents your maximum jump length at that position. Determine if you are able to reach the last index. Return 1 if you can reach the last index, otherwise return 0.",Medium,2025-03-18T11:31:16.360062+00:00,2025-03-18T11:31:16.360062+00:00,"[{""input"": {""nums"": [2, 3, 1, 1, 4]}, ""output"": 1}, {""input"": {""nums"": [3, 2, 1, 0, 4]}, ""output"": 0}]","[""0 <= nums[i] <= 10^5"", ""1 <= nums.length <= 10^4""]","[{""input"": {""nums"": [2, 3, 1, 1, 4]}, ""expected_output"": 1}, {""input"": {""nums"": [3, 2, 1, 0, 4]}, ""expected_output"": 0}, {""input"": {""nums"": [0]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 0, 1, 0]}, ""expected_output"": 0}, {""input"": {""nums"": [2, 0, 0]}, ""expected_output"": 1}]"
478,Path Exists in Graph (DFS),"Given an undirected graph represented as an adjacency list, and two nodes, 'start' and 'end', determine if a path exists between 'start' and 'end' using Depth First Search. Return 1 if a path exists, and 0 otherwise.",Medium,2025-03-18T11:31:32.075489+00:00,2025-03-18T11:31:32.075489+00:00,"[{""input"": {""end"": 3, ""graph"": {""0"": [1, 2], ""1"": [0, 2], ""2"": [0, 1, 3], ""3"": [2]}, ""start"": 0}, ""output"": 1}, {""input"": {""end"": 3, ""graph"": {""0"": [1], ""1"": [0, 2], ""2"": [1]}, ""start"": 0}, ""output"": 0}]","[""Start and end nodes are integers."", ""0 \u2264 Node values \u2264 99"", ""1 \u2264 Number of nodes in graph \u2264 100"", ""The adjacency list is a JSON object where keys are node integers and values are lists of adjacent node integers."", ""Nodes are represented by integers starting from 0."", ""The graph is undirected.""]","[{""input"": {""end"": 3, ""graph"": {""0"": [1, 2], ""1"": [0, 2], ""2"": [0, 1, 3], ""3"": [2]}, ""start"": 0}, ""expected_output"": 1}, {""input"": {""end"": 3, ""graph"": {""0"": [1], ""1"": [0, 2], ""2"": [1]}, ""start"": 0}, ""expected_output"": 0}, {""input"": {""end"": 2, ""graph"": {""0"": [1, 2], ""1"": [0], ""2"": [0]}, ""start"": 1}, ""expected_output"": 1}, {""input"": {""end"": 2, ""graph"": {""0"": [], ""1"": [], ""2"": []}, ""start"": 0}, ""expected_output"": 0}, {""input"": {""end"": 3, ""graph"": {""0"": [1], ""1"": [0, 2, 3], ""2"": [1], ""3"": [1]}, ""start"": 0}, ""expected_output"": 1}]"
479,Smallest Element Threshold,"Given an array of integers nums and an integer threshold, return 1 if the smallest element in the array is strictly less than the threshold, otherwise return 0.",Easy,2025-03-18T11:31:56.505291+00:00,2025-03-18T11:31:56.505291+00:00,"[{""input"": {""nums"": [3, 1, 4, 2], ""threshold"": 2}, ""output"": 1}, {""input"": {""nums"": [5, 6, 7, 8], ""threshold"": 4}, ""output"": 0}]","[""-10^9 \u2264 threshold \u2264 10^9"", ""-10^9 \u2264 nums[i] \u2264 10^9"", ""2 \u2264 nums.length \u2264 10^4""]","[{""input"": {""nums"": [3, 1, 4, 2], ""threshold"": 2}, ""expected_output"": 1}, {""input"": {""nums"": [5, 6, 7, 8], ""threshold"": 4}, ""expected_output"": 0}, {""input"": {""nums"": [-1, 0, 1], ""threshold"": 0}, ""expected_output"": 1}, {""input"": {""nums"": [10, 20, 30], ""threshold"": 5}, ""expected_output"": 0}, {""input"": {""nums"": [1, 1, 1], ""threshold"": 2}, ""expected_output"": 1}]"
480,Cycle Detection in Directed Graph,"Given a directed graph represented by an adjacency list, determine if the graph contains a cycle. Return 1 if the graph is a Directed Acyclic Graph (DAG), and 0 if it contains a cycle.",Easy,2025-03-18T11:32:10.845369+00:00,2025-03-18T11:32:10.845369+00:00,"[{""input"": {""edges"": [[0, 1], [0, 2], [1, 2], [2, 3]], ""vertices"": 4}, ""output"": 1}, {""input"": {""edges"": [[0, 1], [0, 2], [1, 2], [2, 0]], ""vertices"": 4}, ""output"": 0}]","[""0 \u2264 edge[i][0], edge[i][1] < vertices"", ""0 \u2264 edges.length \u2264 vertices * (vertices - 1)"", ""1 \u2264 vertices \u2264 100""]","[{""input"": {""edges"": [[0, 1], [0, 2], [1, 2], [2, 3]], ""vertices"": 4}, ""expected_output"": 1}, {""input"": {""edges"": [[0, 1], [0, 2], [1, 2], [2, 0]], ""vertices"": 4}, ""expected_output"": 0}, {""input"": {""edges"": [], ""vertices"": 5}, ""expected_output"": 1}, {""input"": {""edges"": [[0, 0]], ""vertices"": 2}, ""expected_output"": 0}, {""input"": {""edges"": [[0, 1], [2, 3], [4, 5]], ""vertices"": 6}, ""expected_output"": 1}]"
483,Reach the End,"You are given a 0-indexed array of non-negative integers `jumps`. You are initially at index 0. Each element `jumps[i]` represents the maximum jump length from index `i`. Determine if you can reach the last index of the array. Return 1 if you can reach the last index, and 0 otherwise.",Easy,2025-03-18T11:33:28.228304+00:00,2025-03-18T11:33:28.228304+00:00,"[{""input"": {""jumps"": [2, 3, 1, 1, 4]}, ""output"": 1}, {""input"": {""jumps"": [3, 2, 1, 0, 4]}, ""output"": 0}]","[""0 <= jumps[i] <= 100"", ""1 <= jumps.length <= 100""]","[{""input"": {""jumps"": [2, 3, 1, 1, 4]}, ""expected_output"": 1}, {""input"": {""jumps"": [3, 2, 1, 0, 4]}, ""expected_output"": 0}, {""input"": {""jumps"": [0]}, ""expected_output"": 1}, {""input"": {""jumps"": [0, 2]}, ""expected_output"": 0}, {""input"": {""jumps"": [1, 0, 1, 0]}, ""expected_output"": 0}]"
484,Remove Nth Node From End,"Given the head of a singly linked list, represented as an array, and an integer n, remove the nth node from the end of the list. Return 1 if the removal was successful (n is valid and list is not empty), otherwise return 0.",Medium,2025-03-18T11:33:47.859273+00:00,2025-03-18T11:33:47.859273+00:00,"[{""input"": {""n"": 2, ""head"": [1, 2, 3, 4, 5]}, ""output"": 1}, {""input"": {""n"": 1, ""head"": [1]}, ""output"": 1}]","[""1 <= n <= length of head array"", ""0 <= Node value <= 100"", ""1 <= length of head array <= 30""]","[{""input"": {""n"": 2, ""head"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""n"": 1, ""head"": [1]}, ""expected_output"": 1}, {""input"": {""n"": 1, ""head"": [1, 2]}, ""expected_output"": 1}, {""input"": {""n"": 2, ""head"": [1, 2]}, ""expected_output"": 1}, {""input"": {""n"": 5, ""head"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""n"": 6, ""head"": [1, 2, 3, 4, 5]}, ""expected_output"": 0}]"
485,Sort by Reversal,"Given an array of distinct integers, determine if it can be sorted in ascending order by reversing exactly one subarray. Return 1 if it is possible, and 0 otherwise.",Medium,2025-03-18T11:34:01.912747+00:00,2025-03-18T11:34:01.912747+00:00,"[{""input"": {""nums"": [1, 2, 4, 3]}, ""output"": 1}, {""input"": {""nums"": [1, 5, 3, 4, 2]}, ""output"": 1}]","[""All elements in nums are distinct."", ""1 <= nums[i] <= 1000"", ""1 <= nums.length <= 100""]","[{""input"": {""nums"": [1, 2, 4, 3]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 5, 3, 4, 2]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""nums"": [3, 2, 1]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 5, 3, 4, 6]}, ""expected_output"": 1}, {""input"": {""nums"": [4, 3, 2, 1]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 4, 3, 2, 5]}, ""expected_output"": 1}]"
486,Closest Pair of Points,"Given a set of points in a 2D plane, find the minimum Euclidean distance between any two points. You are also given a threshold value. Return 1 if the minimum distance is less than or equal to the threshold, otherwise return 0.",Hard,2025-03-18T11:35:06.565832+00:00,2025-03-18T11:35:06.565832+00:00,"[{""input"": {""points"": [[0, 0], [1, 1], [2, 2]], ""threshold"": 1.5}, ""output"": 1}, {""input"": {""points"": [[0, 0], [10, 10], [20, 20]], ""threshold"": 5.0}, ""output"": 0}]","[""0 < threshold \u2264 10^9"", ""-10^9 \u2264 points[i][0], points[i][1] \u2264 10^9"", ""2 \u2264 points.length \u2264 10^5""]","[{""input"": {""points"": [[0, 0], [1, 1], [2, 2]], ""threshold"": 1.5}, ""expected_output"": 1}, {""input"": {""points"": [[0, 0], [10, 10], [20, 20]], ""threshold"": 5.0}, ""expected_output"": 0}, {""input"": {""points"": [[0, 0], [3, 4], [6, 8]], ""threshold"": 5.0}, ""expected_output"": 1}, {""input"": {""points"": [[0, 0], [3, 4], [6, 8]], ""threshold"": 4.9}, ""expected_output"": 0}, {""input"": {""points"": [[-10, -10], [10, 10], [0, 0], [5, 5], [7, 7]], ""threshold"": 7.0}, ""expected_output"": 1}]"
487,Valid Preorder BST,"Given an array of integers representing a potential preorder traversal, determine if it is a valid preorder traversal sequence of a Binary Search Tree. Return 1 if it is a valid preorder traversal, otherwise return 0.",Hard,2025-03-18T11:35:30.129103+00:00,2025-03-18T11:35:30.129103+00:00,"[{""input"": {""preorder"": [5, 2, 1, 3, 6]}, ""output"": 1}, {""input"": {""preorder"": [5, 6, 2, 1, 3]}, ""output"": 0}]","[""-10^9 \u2264 preorder[i] \u2264 10^9"", ""1 \u2264 preorder.length \u2264 10^4""]","[{""input"": {""preorder"": [5, 2, 1, 3, 6]}, ""expected_output"": 1}, {""input"": {""preorder"": [5, 6, 2, 1, 3]}, ""expected_output"": 0}, {""input"": {""preorder"": [1]}, ""expected_output"": 1}, {""input"": {""preorder"": [2, 1]}, ""expected_output"": 1}, {""input"": {""preorder"": [1, 2]}, ""expected_output"": 1}, {""input"": {""preorder"": [3, 1, 2, 4]}, ""expected_output"": 1}, {""input"": {""preorder"": [3, 4, 2, 1]}, ""expected_output"": 0}]"
